Well_ID,project_id,Cum_Prior_Plan_frac,W1_Plan_frac,W2_Plan_frac,W3_Plan_frac,W4_Plan_frac,W5_Plan_frac,CurrentMonthPlanFrac,CumCurrentMonthPlanFrac,Latest_Target_End,CreatedOn
29119,c247e7b4-0751-414a-b59b-701b8bf05443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-10-27,2026-03-17 15:33:36.353
29120,c247e7b4-0751-414a-b59b-701b8bf05443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-11-05,2026-03-17 15:33:36.353
2918,6d07e3a5-d89b-47ac-9163-8a71e8ade03d,0.28329185,0.03238122,0.01522436,0.00897436,0.00512821,0.0,0.06170815,0.345,2026-03-25,2026-03-17 15:33:36.353
29191,4f48fbf3-d6c1-472a-ba5f-48bb8efbb48f,0.04880953,0.00674587,0.01099518,0.01099518,0.01099518,0.00471222,0.04444363,0.09325316,2026-07-20,2026-03-17 15:33:36.353
29191,c247e7b4-0751-414a-b59b-701b8bf05443,0.40833334,0.00343137,0.23259804,0.20563726,0.0,0.0,0.44166668,0.85000002,2026-07-04,2026-03-17 15:33:36.353
29198,4f48fbf3-d6c1-472a-ba5f-48bb8efbb48f,0.0,0.0,0.05833333,0.04166666,0.0,0.0,0.09999999,0.09999999,2031-06-12,2026-03-17 15:33:36.353
29198,c247e7b4-0751-414a-b59b-701b8bf05443,0.0,0.0,0.05555556,0.06296296,0.01296296,0.00555556,0.13703704,0.13703704,2031-02-26,2026-03-17 15:33:36.353
29213,4f48fbf3-d6c1-472a-ba5f-48bb8efbb48f,0.53333334,0.0,0.0115,0.06954167,0.020625,0.0,0.10166667,0.63500001,2026-11-19,2026-03-17 15:33:36.353
29224,4f48fbf3-d6c1-472a-ba5f-48bb8efbb48f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-15,2026-03-17 15:33:36.353
29224,c247e7b4-0751-414a-b59b-701b8bf05443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-30,2026-03-17 15:33:36.353
29389,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.13686379,0.03630326,0.02819873,0.42138023,0.06127531,0.04605892,0.59321645,0.73008024,2026-05-25,2026-03-17 15:33:36.353
29390,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.18901619,0.13461373,0.0678795,0.29065489,0.01759013,0.00222944,0.51296769,0.70198389,2026-07-28,2026-03-17 15:33:36.353
29393,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.1930328,0.07004666,0.06418952,0.3861923,0.01704269,0.00196429,0.53943546,0.73246826,2026-06-07,2026-03-17 15:33:36.353
29395,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.04087075,0.04119048,0.00785714,0.4870737,0.13303572,0.0,0.66915704,0.71002779,2026-05-17,2026-03-17 15:33:36.353
29396,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.07469111,0.03369782,0.06389888,0.45019368,0.11129629,0.0,0.65908667,0.73377778,2026-05-24,2026-03-17 15:33:36.353
30326,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-16,2026-03-17 15:33:36.353
30355,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.04489807,0.02644517,0.02309223,0.23535677,0.06686975,0.09745799,0.44922191,0.49411998,2026-06-28,2026-03-17 15:33:36.353
30355,8c9c6b42-7a12-4eb3-935b-fc0437e7f33f,0.85,0.0,0.0,0.11346154,0.01346154,0.00576923,0.13269231,0.98269231,2026-04-09,2026-03-17 15:33:36.353
30356,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.02957547,0.01087487,0.01172306,0.11172305,0.01172306,0.00502417,0.15106821,0.18064368,2026-06-25,2026-03-17 15:33:36.353
30356,8c9c6b42-7a12-4eb3-935b-fc0437e7f33f,0.80665362,0.00958904,0.00958904,0.13527941,0.01296296,0.00555556,0.17297601,0.97962963,2026-04-11,2026-03-17 15:33:36.353
30416,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.20112848,0.00902005,0.00902005,0.10037117,0.21175718,0.03809422,0.36826267,0.56939115,2026-06-21,2026-03-17 15:33:36.353
30419,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.16953994,0.00669463,0.00669463,0.17061799,0.24124853,0.00123316,0.42648893,0.59602888,2026-05-22,2026-03-17 15:33:36.353
30422,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.08099059,0.01796937,0.01796937,0.17738311,0.28127365,0.02576313,0.52035863,0.60134922,2026-05-16,2026-03-17 15:33:36.353
30423,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.13749622,0.00419392,0.00419392,0.22993063,0.19311388,0.01799513,0.44942749,0.58692371,2026-12-14,2026-03-17 15:33:36.353
30429,8c9c6b42-7a12-4eb3-935b-fc0437e7f33f,0.62500001,0.025,0.0,0.3,0.00384615,0.00576923,0.33461539,0.9596154,2026-04-21,2026-03-17 15:33:36.353
30430,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.20318033,0.00592912,0.00592912,0.07840737,0.26597458,0.01836811,0.3746083,0.57778863,2026-05-24,2026-03-17 15:33:36.353
30749,8c9c6b42-7a12-4eb3-935b-fc0437e7f33f,0.85000001,0.0,0.0,0.1,0.01346154,0.00576923,0.11923077,0.96923078,2026-04-16,2026-03-17 15:33:36.353
30750,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.52646385,0.02168695,0.02168695,0.19652389,0.03814329,0.00128921,0.27933028,0.80579413,2026-05-25,2026-03-17 15:33:36.353
30750,8c9c6b42-7a12-4eb3-935b-fc0437e7f33f,0.85000001,0.0,0.0,0.1,0.01346154,0.00576923,0.11923077,0.96923078,2026-04-16,2026-03-17 15:33:36.353
30759,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-13,2026-03-17 15:33:36.353
30759,8c9c6b42-7a12-4eb3-935b-fc0437e7f33f,0.0,0.0,0.08333333,0.16212121,0.33209648,0.05918367,0.6367347,0.6367347,2026-06-28,2026-03-17 15:33:36.353
30789,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.83333334,0.0,0.0,0.0,0.0,0.0,0.0,0.83333334,2025-11-05,2026-03-17 15:33:36.353
30853,8c9c6b42-7a12-4eb3-935b-fc0437e7f33f,0.85000001,0.0,0.0,0.1,0.01346154,0.00576923,0.11923077,0.96923078,2026-04-16,2026-03-17 15:33:36.353
30854,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.26177209,0.09488652,0.11170999,0.09966229,0.03299563,0.01414098,0.35339541,0.6151675,2026-05-24,2026-03-17 15:33:36.353
30854,8c9c6b42-7a12-4eb3-935b-fc0437e7f33f,0.66714285,0.0,0.0,0.29364011,0.01614011,0.00576923,0.31554945,0.9826923,2026-04-09,2026-03-17 15:33:36.353
31008,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.22697361,0.01584924,0.02102166,0.08031054,0.11523284,0.00932853,0.24174281,0.46871642,2026-10-30,2026-03-17 15:33:36.353
31010,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.29045834,0.1113899,0.01956755,0.18477257,0.1256759,0.00243253,0.44383845,0.7342968,2026-07-29,2026-03-17 15:33:36.353
31010,8c9c6b42-7a12-4eb3-935b-fc0437e7f33f,0.72000001,0.0,0.0,0.24346154,0.01346154,0.00576923,0.26269231,0.98269232,2026-04-09,2026-03-17 15:33:36.353
31082,8c9c6b42-7a12-4eb3-935b-fc0437e7f33f,0.0,0.0,0.0,0.18472222,0.43289683,0.19249999,0.81011904,0.81011904,2026-06-07,2026-03-17 15:33:36.353
31138,4f48fbf3-d6c1-472a-ba5f-48bb8efbb48f,0.58745513,0.10311826,0.0952443,0.04585203,0.04724355,0.02024724,0.31170537,0.8991605,2026-04-26,2026-03-17 15:33:36.353
31138,c247e7b4-0751-414a-b59b-701b8bf05443,0.80342146,0.00772638,0.05551884,0.05740741,0.01296296,0.00555556,0.13917115,0.94259261,2026-04-13,2026-03-17 15:33:36.353
31210,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.0,0.0,0.0,0.19309524,0.52565477,0.0,0.71875001,0.71875001,2026-06-09,2026-03-17 15:33:36.353
31243,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.3716161,0.11285706,0.02739221,0.23899011,0.01666615,0.00628549,0.40219102,0.77380712,2026-06-02,2026-03-17 15:33:36.353
31243,8c9c6b42-7a12-4eb3-935b-fc0437e7f33f,0.83437501,0.00729167,0.00729167,0.10104167,0.01346154,0.00576923,0.13485577,0.96923078,2026-04-16,2026-03-17 15:33:36.353
31247,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-24,2026-03-17 15:33:36.353
31247,8c9c6b42-7a12-4eb3-935b-fc0437e7f33f,0.0,0.0,0.0,0.25,0.32755102,0.05918367,0.6367347,0.6367347,2026-07-10,2026-03-17 15:33:36.353
31337,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-07,2026-03-17 15:33:36.353
31337,8c9c6b42-7a12-4eb3-935b-fc0437e7f33f,0.0,0.0,0.0,0.24545455,0.33209648,0.05918367,0.6367347,0.6367347,2026-07-23,2026-03-17 15:33:36.353
31338,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-20,2026-03-17 15:33:36.353
31338,8c9c6b42-7a12-4eb3-935b-fc0437e7f33f,0.0,0.0,0.0,0.24545455,0.23209648,0.15918368,0.6367347,0.6367347,2026-08-05,2026-03-17 15:33:36.353
31339,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.07492728,0.02669504,0.02715541,0.3612818,0.15494048,0.09678572,0.66685844,0.74178572,2026-05-22,2026-03-17 15:33:36.353
31339,8c9c6b42-7a12-4eb3-935b-fc0437e7f33f,0.83500001,0.0,0.0,0.1,0.0,0.0,0.1,0.93500001,2026-05-08,2026-03-17 15:33:36.353
31340,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.43993156,0.01869977,0.04815883,0.27497885,0.08242242,0.01919142,0.44345129,0.88338285,2026-05-03,2026-03-17 15:33:36.353
31340,8c9c6b42-7a12-4eb3-935b-fc0437e7f33f,0.81871291,0.00898417,0.00898417,0.10898417,0.01729107,0.00627428,0.15051787,0.96923078,2026-04-16,2026-03-17 15:33:36.353
31377,8c9c6b42-7a12-4eb3-935b-fc0437e7f33f,0.83409091,0.00742424,0.00742424,0.10106061,0.01346154,0.00576923,0.13513986,0.96923078,2026-04-16,2026-03-17 15:33:36.353
31382,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.1645384,0.08123994,0.14254021,0.21239366,0.01961861,0.0522175,0.50800992,0.67254832,2026-06-21,2026-03-17 15:33:36.353
31382,8c9c6b42-7a12-4eb3-935b-fc0437e7f33f,0.85,0.0,0.0,0.11346154,0.01346154,0.00576923,0.13269231,0.98269231,2026-04-09,2026-03-17 15:33:36.353
31475,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.21994028,0.00847762,0.00847762,0.10115619,0.2279483,0.02561905,0.37167878,0.59161906,2026-06-16,2026-03-17 15:33:36.353
31482,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.21307263,0.00405318,0.00405318,0.05903523,0.21839744,0.0307395,0.31627853,0.52935116,2026-07-20,2026-03-17 15:33:36.353
31484,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.17550445,0.01292839,0.01292839,0.04063672,0.22011358,0.0500141,0.33662119,0.51212564,2026-07-06,2026-03-17 15:33:36.353
31485,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.13470268,0.01697968,0.01697968,0.08316024,0.1997277,0.02034248,0.33718978,0.47189246,2026-06-23,2026-03-17 15:33:36.353
31487,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.13844612,0.02038012,0.02038012,0.12070209,0.21153723,0.02616785,0.39916741,0.53761352,2026-06-20,2026-03-17 15:33:36.353
31488,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.20147317,0.01604072,0.01604072,0.07440976,0.12406404,0.06298098,0.29353622,0.49500939,2026-06-05,2026-03-17 15:33:36.353
31489,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.25177517,0.01845023,0.01845023,0.04204537,0.17737425,0.03093254,0.28725262,0.53902779,2026-11-08,2026-03-17 15:33:36.353
31491,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.01666667,0.02384723,0.03201358,0.28731757,0.28641403,0.00346315,0.63305556,0.64972223,2026-06-11,2026-03-17 15:33:36.353
31735,8c9c6b42-7a12-4eb3-935b-fc0437e7f33f,0.0,0.0,0.0,0.35891609,0.34555802,0.0649529,0.76942701,0.76942701,2026-04-09,2026-03-17 15:33:36.353
31830,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.34816388,0.02817272,0.02595049,0.31548031,0.1165401,0.01266449,0.49880811,0.84697198,2026-05-10,2026-03-17 15:33:36.353
32257,a4f2f41b-f539-4ad4-b275-95b53c5c9c7d,0.0,0.0625,0.70416668,0.11455027,0.05462963,0.0234127,0.95925928,0.95925928,2026-04-13,2026-03-17 15:33:36.353
32258,c247e7b4-0751-414a-b59b-701b8bf05443,0.87727275,0.0,0.05555556,0.06296296,0.01296296,0.00555556,0.13703704,1.0,2026-04-07,2026-03-17 15:33:36.353
32361,c247e7b4-0751-414a-b59b-701b8bf05443,0.75000002,0.0,0.15576923,0.06346154,0.01346154,0.00576923,0.23846154,0.98846156,2026-04-06,2026-03-17 15:33:36.353
32428,4f48fbf3-d6c1-472a-ba5f-48bb8efbb48f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2028-03-23,2026-03-17 15:33:36.353
32428,c247e7b4-0751-414a-b59b-701b8bf05443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2028-03-07,2026-03-17 15:33:36.353
32429,4f48fbf3-d6c1-472a-ba5f-48bb8efbb48f,0.83738769,0.00178167,0.03249596,0.00495389,0.03133446,0.01342905,0.08399504,0.92138272,2026-04-26,2026-03-17 15:33:36.353
32429,c247e7b4-0751-414a-b59b-701b8bf05443,0.80000001,0.0,0.06666667,0.05740741,0.01296296,0.00555556,0.1425926,0.9425926,2026-04-13,2026-03-17 15:33:36.353
32430,4f48fbf3-d6c1-472a-ba5f-48bb8efbb48f,0.80194061,0.00982359,0.00982359,0.03362858,0.04630292,0.01984411,0.11942279,0.9213634,2026-04-23,2026-03-17 15:33:36.353
32430,c247e7b4-0751-414a-b59b-701b8bf05443,0.96666669,0.0,0.0,0.0,0.0,0.0,0.0,0.96666669,2026-02-13,2026-03-17 15:33:36.353
32449,4f48fbf3-d6c1-472a-ba5f-48bb8efbb48f,0.63935448,0.05095657,0.06730801,0.07009615,0.04300214,0.01842949,0.24979236,0.88914684,2026-04-26,2026-03-17 15:33:36.353
32449,c247e7b4-0751-414a-b59b-701b8bf05443,0.54392362,0.00121528,0.0704072,0.09599642,0.04599642,0.01971275,0.23332808,0.7772517,2026-04-14,2026-03-17 15:33:36.353
32516,c247e7b4-0751-414a-b59b-701b8bf05443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-10-11,2026-03-17 15:33:36.353
32517,c247e7b4-0751-414a-b59b-701b8bf05443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-10-19,2026-03-17 15:33:36.353
32559,4f48fbf3-d6c1-472a-ba5f-48bb8efbb48f,0.01815476,0.19041667,0.16258333,0.32165775,0.0421875,0.0,0.71684525,0.73500001,2026-07-03,2026-03-17 15:33:36.353
32559,c247e7b4-0751-414a-b59b-701b8bf05443,0.2,0.2,0.225,0.22500001,0.0,0.0,0.65000002,0.85000002,2026-06-17,2026-03-17 15:33:36.353
32560,4f48fbf3-d6c1-472a-ba5f-48bb8efbb48f,0.04333633,0.01672377,0.01780167,0.01780167,0.01780167,0.00762929,0.07775806,0.12109439,2026-08-06,2026-03-17 15:33:36.353
32560,c247e7b4-0751-414a-b59b-701b8bf05443,0.47018996,0.00707721,0.29773285,0.075,0.0,0.0,0.37981006,0.85000002,2026-07-21,2026-03-17 15:33:36.353
32561,4f48fbf3-d6c1-472a-ba5f-48bb8efbb48f,0.05144501,0.00831078,0.00808766,0.00808766,0.00808766,0.00346614,0.0360399,0.08748491,2026-09-01,2026-03-17 15:33:36.353
32561,c247e7b4-0751-414a-b59b-701b8bf05443,0.27111112,0.01555556,0.33833334,0.19583334,0.02916667,0.0,0.5788889,0.85000002,2026-06-05,2026-03-17 15:33:36.353
32563,4f48fbf3-d6c1-472a-ba5f-48bb8efbb48f,0.0,0.0,0.03623809,0.16356548,0.2280449,0.10649647,0.53434493,0.53434493,2026-10-12,2026-03-17 15:33:36.353
32563,c247e7b4-0751-414a-b59b-701b8bf05443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-26,2026-03-17 15:33:36.353
32565,c247e7b4-0751-414a-b59b-701b8bf05443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-13,2026-03-17 15:33:36.353
32566,c247e7b4-0751-414a-b59b-701b8bf05443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-22,2026-03-17 15:33:36.353
32567,c247e7b4-0751-414a-b59b-701b8bf05443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-30,2026-03-17 15:33:36.353
32588,c247e7b4-0751-414a-b59b-701b8bf05443,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2026-02-19,2026-03-17 15:33:36.353
32590,4f48fbf3-d6c1-472a-ba5f-48bb8efbb48f,0.80057461,0.01413033,0.01126551,0.03901178,0.04414593,0.01891968,0.12747323,0.92804784,2026-04-23,2026-03-17 15:33:36.353
32590,c247e7b4-0751-414a-b59b-701b8bf05443,0.87727275,0.0,0.05555556,0.06296296,0.01296296,0.00555556,0.13703704,1.0,2026-04-07,2026-03-17 15:33:36.353
32603,4f48fbf3-d6c1-472a-ba5f-48bb8efbb48f,0.74901961,0.0005719,0.0004085,0.04630292,0.04630292,0.01671911,0.11030534,0.85932495,2026-04-21,2026-03-17 15:33:36.353
32608,4f48fbf3-d6c1-472a-ba5f-48bb8efbb48f,0.28301684,0.1790442,0.24301669,0.06728339,0.05486609,0.01891968,0.56313004,0.84614688,2026-05-05,2026-03-17 15:33:36.353
32608,c247e7b4-0751-414a-b59b-701b8bf05443,0.8376428,0.01645851,0.07084411,0.06611612,0.01611612,0.00690691,0.17644176,1.0,2026-04-07,2026-03-17 15:33:36.353
32609,4f48fbf3-d6c1-472a-ba5f-48bb8efbb48f,0.65111112,0.01458333,0.01784524,0.13187698,0.06832872,0.02024724,0.25288152,0.90399263,2026-04-29,2026-03-17 15:33:36.353
32609,c247e7b4-0751-414a-b59b-701b8bf05443,0.55460318,0.0206339,0.17896724,0.06785613,0.02526353,0.01082723,0.30354803,0.85815122,2026-05-17,2026-03-17 15:33:36.353
32610,4f48fbf3-d6c1-472a-ba5f-48bb8efbb48f,0.60708335,0.02375,0.02558036,0.04276042,0.00796875,0.0,0.10005952,0.70714287,2026-05-30,2026-03-17 15:33:36.353
32610,c247e7b4-0751-414a-b59b-701b8bf05443,0.71354168,0.10182292,0.00130208,0.0,0.0,0.0,0.103125,0.81666668,2026-05-13,2026-03-17 15:33:36.353
33061,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.0,0.0,0.0,0.23420635,0.41412699,0.04354167,0.69187501,0.69187501,2026-07-22,2026-03-17 15:33:36.353
33092,4f48fbf3-d6c1-472a-ba5f-48bb8efbb48f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2029-03-08,2026-03-17 15:33:36.353
33092,c247e7b4-0751-414a-b59b-701b8bf05443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2029-02-21,2026-03-17 15:33:36.353
33093,4f48fbf3-d6c1-472a-ba5f-48bb8efbb48f,0.0025,0.0,0.03623809,0.16356548,0.2280449,0.10649647,0.53434493,0.53684493,2029-09-29,2026-03-17 15:33:36.353
33093,c247e7b4-0751-414a-b59b-701b8bf05443,0.0,0.0,0.11363637,0.03181818,0.03181818,0.01363636,0.19090909,0.19090909,2029-09-13,2026-03-17 15:33:36.353
33096,4f48fbf3-d6c1-472a-ba5f-48bb8efbb48f,0.83500001,0.0,0.0,0.02645881,0.04630292,0.01984411,0.09260584,0.92760585,2026-04-24,2026-03-17 15:33:36.353
33097,4f48fbf3-d6c1-472a-ba5f-48bb8efbb48f,0.78907802,0.00049645,0.04042553,0.04468822,0.04630292,0.01984411,0.15175723,0.94083525,2026-04-22,2026-03-17 15:33:36.353
33105,4f48fbf3-d6c1-472a-ba5f-48bb8efbb48f,0.49011228,0.00435539,0.05131967,0.0260089,0.18661187,0.01635407,0.2846499,0.77476218,2026-05-18,2026-03-17 15:33:36.353
33127,4f48fbf3-d6c1-472a-ba5f-48bb8efbb48f,0.61833334,0.00030882,0.02272946,0.00273032,0.00297187,0.00127366,0.03001413,0.64834747,2026-07-31,2026-03-17 15:33:36.353
33127,c247e7b4-0751-414a-b59b-701b8bf05443,0.57727274,0.0,0.22,0.07,0.01,0.0,0.3,0.87727275,2026-07-19,2026-03-17 15:33:36.353
33128,4f48fbf3-d6c1-472a-ba5f-48bb8efbb48f,0.60833334,0.0,0.04,0.06041667,0.00125,0.0,0.10166667,0.71000001,2026-08-14,2026-03-17 15:33:36.353
33128,c247e7b4-0751-414a-b59b-701b8bf05443,0.67727274,0.0,0.2,0.0,0.0,0.0,0.2,0.87727275,2026-08-02,2026-03-17 15:33:36.353
33132,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.44502407,0.00111625,0.00111625,0.15153292,0.07319959,0.03726411,0.26422912,0.70925319,2027-02-03,2026-03-17 15:33:36.353
33132,8c9c6b42-7a12-4eb3-935b-fc0437e7f33f,0.0,0.0,0.0,0.24166667,0.22210885,0.16989796,0.63367348,0.63367348,2027-01-17,2026-03-17 15:33:36.353
33135,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.27238096,0.0,0.0,0.19599065,0.0516284,0.12416667,0.37178572,0.64416668,2027-01-20,2026-03-17 15:33:36.353
33135,8c9c6b42-7a12-4eb3-935b-fc0437e7f33f,0.0,0.0,0.0,0.23571429,0.05,0.34183674,0.62755103,0.62755103,2027-01-03,2026-03-17 15:33:36.353
33137,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.44166668,0.0,0.0,0.20666667,0.08595238,0.0,0.29261905,0.73428573,2027-11-03,2026-03-17 15:33:36.353
33140,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.0,0.0,0.0,0.250625,0.3681875,0.00859375,0.62740626,0.62740626,2026-07-04,2026-03-17 15:33:36.353
33141,25482266-1cfe-469a-be26-3f0d69bf61c4,0.0255,0.0,0.0,0.21344444,0.20668254,0.16765476,0.58778174,0.61328174,2027-03-19,2026-03-17 15:33:36.353
33143,8c9c6b42-7a12-4eb3-935b-fc0437e7f33f,0.75000001,0.0,0.0,0.2,0.01346154,0.00576923,0.21923077,0.96923078,2026-04-16,2026-03-17 15:33:36.353
33145,8c9c6b42-7a12-4eb3-935b-fc0437e7f33f,0.65000001,0.0,0.0,0.3,0.01346154,0.00576923,0.31923077,0.96923078,2026-04-16,2026-03-17 15:33:36.353
33151,25482266-1cfe-469a-be26-3f0d69bf61c4,0.07477309,0.02652572,0.02719611,0.25011108,0.0215399,0.00923139,0.33460419,0.40937728,2026-09-11,2026-03-17 15:33:36.353
33151,8c9c6b42-7a12-4eb3-935b-fc0437e7f33f,0.85000001,0.0,0.0,0.1,0.01346154,0.00576923,0.11923077,0.96923078,2026-04-16,2026-03-17 15:33:36.353
33152,25482266-1cfe-469a-be26-3f0d69bf61c4,0.07708537,0.02951749,0.02951749,0.15097064,0.02161379,0.20714767,0.43876709,0.51585245,2026-10-05,2026-03-17 15:33:36.353
33152,8c9c6b42-7a12-4eb3-935b-fc0437e7f33f,0.85000001,0.0,0.0,0.0,0.0,0.0,0.0,0.85000001,2026-09-23,2026-03-17 15:33:36.353
33153,25482266-1cfe-469a-be26-3f0d69bf61c4,0.02144068,0.00652542,0.00652542,0.10939899,0.00773232,0.00331385,0.133496,0.15493668,2026-09-13,2026-03-17 15:33:36.353
33153,8c9c6b42-7a12-4eb3-935b-fc0437e7f33f,0.62500001,0.0,0.0,0.225,0.0,0.0,0.225,0.85000001,2026-09-30,2026-03-17 15:33:36.353
33154,4f48fbf3-d6c1-472a-ba5f-48bb8efbb48f,0.0,0.00833333,0.077947,0.280847,0.06945652,0.15758282,0.59416667,0.59416667,2026-05-22,2026-03-17 15:33:36.353
33154,c247e7b4-0751-414a-b59b-701b8bf05443,0.27327995,0.38061023,0.10061022,0.09549962,0.02857143,0.04285714,0.64814865,0.92142859,2026-05-13,2026-03-17 15:33:36.353
33217,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.07516312,0.03794019,0.07155459,0.26803218,0.11081863,0.0069978,0.49534339,0.57050651,2026-06-15,2026-03-17 15:33:36.353
33240,278c5587-bba7-46ea-9c6a-d79aa8bd2a69,0.0,0.0,0.0,0.07298611,0.0,0.0,0.07298611,0.07298611,2026-05-28,2026-03-17 15:33:36.353
33241,8c9c6b42-7a12-4eb3-935b-fc0437e7f33f,0.85000001,0.0,0.0,0.1,0.01346154,0.00576923,0.11923077,0.96923078,2026-04-16,2026-03-17 15:33:36.353
33244,c247e7b4-0751-414a-b59b-701b8bf05443,0.0,0.01142857,0.16098039,0.08450981,0.09450981,0.04857143,0.40000001,0.40000001,2026-06-17,2026-03-17 15:33:36.353
33760,4f48fbf3-d6c1-472a-ba5f-48bb8efbb48f,0.62504049,0.01327955,0.05038236,0.01641429,0.03571667,0.0,0.11579286,0.74083334,2026-05-14,2026-03-17 15:33:36.353
33760,c247e7b4-0751-414a-b59b-701b8bf05443,0.64311825,0.00144628,0.00838253,0.08214286,0.06785714,0.01071429,0.1705431,0.81366135,2026-05-22,2026-03-17 15:33:36.353
33761,4f48fbf3-d6c1-472a-ba5f-48bb8efbb48f,0.57833335,0.0,0.02339286,0.07541667,0.0,0.0,0.09880952,0.67714287,2028-05-02,2026-03-17 15:33:36.353
33761,c247e7b4-0751-414a-b59b-701b8bf05443,0.40000001,0.0,0.17604972,0.08760646,0.03760646,0.01611705,0.31737968,0.71737969,2026-04-26,2026-03-17 15:33:36.353
33766,c247e7b4-0751-414a-b59b-701b8bf05443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-11-22,2026-03-17 15:33:36.353
33774,4f48fbf3-d6c1-472a-ba5f-48bb8efbb48f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-09-26,2026-03-17 15:33:36.353
33774,c247e7b4-0751-414a-b59b-701b8bf05443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-08-24,2026-03-17 15:33:36.353
33776,4f48fbf3-d6c1-472a-ba5f-48bb8efbb48f,0.0,0.0,0.07451746,0.14225053,0.26791116,0.09418844,0.57886758,0.57886758,2027-08-13,2026-03-17 15:33:36.353
33777,4f48fbf3-d6c1-472a-ba5f-48bb8efbb48f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-09-08,2026-03-17 15:33:36.353
33785,c247e7b4-0751-414a-b59b-701b8bf05443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-02,2026-03-17 15:33:36.353
